cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern
1,6,1026,104395661,1628022667,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,18738,44,20,0,103,1920,10,487001866,25526,0,0,104395662,6,104395662,525178634,1196532952.cafvid,1196532952.cafvid,\ ,0,0,4,525178634,49262,44,20,0,103,1936,10,525178634,49264,0,0,1628022670,1628025474,1196532952.cafvid,b5cb332d-a097-442d-868d-b8a676170161,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2804,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,24866,0,103,0,10,525178634,49268,0,0,,1,B9D07D000001000000000018174D970A,0,0,0,,,9,,,0,0,,1196532952.cafvid@m.webex.com,1196532952.cafvid@m.webex.com,1196532952.cafvid@m.webex.com,,,,,0,0,0,1196532952.cafvid@m.webex.com,1196532952.cafvid@m.webex.com,1196532952.cafvid@m.webex.com,
1,6,1027,104395663,1628083864,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,23194,44,20,0,103,1920,10,487001866,25644,0,0,104395664,6,104395664,525178634,1189201115.cafvid,1189201115.cafvid,\ ,0,0,4,525178634,49292,44,20,0,103,1936,10,525178634,49294,0,0,1628083868,1628086261,1189201115.cafvid,2880c3a7-2af8-47ba-bdf8-b393d62ba1d4,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2393,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,24710,0,103,0,10,525178634,49298,0,0,,1,3611A1800001000000000019174D970A,0,0,0,,,9,,,0,0,,1189201115.cafvid@m.webex.com,1189201115.cafvid@m.webex.com,1189201115.cafvid@m.webex.com,,,,,0,0,0,1189201115.cafvid@m.webex.com,1189201115.cafvid@m.webex.com,1189201115.cafvid@m.webex.com,
1,6,1028,104395665,1628089341,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,20704,44,20,0,103,1920,10,487001866,24694,0,0,104395666,6,104395666,525178634,1171022531.cafvid,1171022531.cafvid,\ ,0,0,4,525178634,49322,44,20,0,103,1936,10,525178634,49324,0,0,1628089345,1628091153,1171022531.cafvid,1aa66f61-27c7-4d59-8a11-13bbd302d7f9,PT_Internas,PT_Internas,PT_Internas,PT_Internas,1808,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,24778,0,103,0,10,525178634,49328,0,0,,1,F69D8200000100000000001A174D970A,0,0,0,,,9,,,0,0,,1171022531.cafvid@m.webex.com,1171022531.cafvid@m.webex.com,1171022531.cafvid@m.webex.com,,,,,0,0,0,1171022531.cafvid@m.webex.com,1171022531.cafvid@m.webex.com,1171022531.cafvid@m.webex.com,
1,6,1029,104395667,1628098283,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,21706,44,20,0,103,1920,10,487001866,24866,0,0,104395668,6,104395668,525178634,1165934148.cafvid,1165934148.cafvid,\ ,0,0,4,525178634,49352,44,20,0,103,1936,10,525178634,49354,0,0,1628098288,1628101909,1165934148.cafvid,6341f203-aec7-48fa-8cac-d0e4b99b3b1e,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3621,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,26108,0,103,0,10,525178634,49358,0,0,,1,C8766D00000100000000001B174D970A,0,0,0,,,9,,,0,0,,1165934148.cafvid@m.webex.com,1165934148.cafvid@m.webex.com,1165934148.cafvid@m.webex.com,,,,,0,0,0,1165934148.cafvid@m.webex.com,1165934148.cafvid@m.webex.com,1165934148.cafvid@m.webex.com,
1,6,1030,104395669,1628101910,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,20352,44,20,0,103,1920,10,487001866,24830,0,0,104395670,6,104395670,525178634,1149210992.cafvid,1149210992.cafvid,\ ,0,0,4,525178634,49382,44,20,0,103,1936,10,525178634,49384,0,0,1628101914,1628105758,1149210992.cafvid,a63154db-d844-481d-a21c-3f9acce3e120,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3844,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,25592,0,103,0,10,525178634,49388,0,0,,1,3A52B480000100000000001C174D970A,0,0,0,,,9,,,0,0,,1149210992.cafvid@m.webex.com,1149210992.cafvid@m.webex.com,1149210992.cafvid@m.webex.com,,,,,0,0,0,1149210992.cafvid@m.webex.com,1149210992.cafvid@m.webex.com,1149210992.cafvid@m.webex.com,
1,6,1031,104395671,1628105759,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,18720,44,20,0,103,1920,10,487001866,24848,0,0,104395672,6,104395672,525178634,1143298240.cafvid,1143298240.cafvid,\ ,0,0,4,525178634,49412,44,20,0,103,1936,10,525178634,49414,0,0,1628105764,1628108726,1143298240.cafvid,a6a2e4fd-3d78-43e2-a350-5d819c607cca,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2962,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,24836,0,103,0,10,525178634,49418,0,0,,1,30817F00000100000000001D174D970A,0,0,0,,,9,,,0,0,,1143298240.cafvid@m.webex.com,1143298240.cafvid@m.webex.com,1143298240.cafvid@m.webex.com,,,,,0,0,0,1143298240.cafvid@m.webex.com,1143298240.cafvid@m.webex.com,1143298240.cafvid@m.webex.com,
1,6,1032,104395673,1628108962,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,16802,44,20,0,103,1920,10,487001866,25468,0,0,104395674,6,104395674,525178634,1113699984.cafvid,1113699984.cafvid,\ ,0,0,4,525178634,49442,44,20,0,103,1936,10,525178634,49444,0,0,1628108965,1628112158,1113699984.cafvid,ff74badf-fa6f-46f8-9a70-951cc191a2b3,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3193,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,25318,0,103,0,10,525178634,49448,0,0,,1,A5A48280000100000000001E174D970A,0,0,0,,,9,,,0,0,,1113699984.cafvid@m.webex.com,1113699984.cafvid@m.webex.com,1113699984.cafvid@m.webex.com,,,,,0,0,0,1113699984.cafvid@m.webex.com,1113699984.cafvid@m.webex.com,1113699984.cafvid@m.webex.com,
1,6,1033,104395675,1628190936,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,22422,44,20,0,103,1920,10,487001866,25072,0,0,104395676,6,104395676,525178634,1142423160.cafvid,1142423160.cafvid,\ ,0,0,4,525178634,49472,44,20,0,103,1936,10,525178634,49474,0,0,1628190941,1628197286,1142423160.cafvid,ab9ee622-6ae7-47b7-8e96-14fa18725370,PT_Internas,PT_Internas,PT_Internas,PT_Internas,6345,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,25028,0,103,0,10,525178634,49478,0,0,,1,81F44180000100000000001F174D970A,0,0,0,,,9,,,0,0,,1142423160.cafvid@m.webex.com,1142423160.cafvid@m.webex.com,1142423160.cafvid@m.webex.com,,,,,0,0,0,1142423160.cafvid@m.webex.com,1142423160.cafvid@m.webex.com,1142423160.cafvid@m.webex.com,
1,6,1034,104395677,1628252923,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,16806,44,20,0,103,1920,10,487001866,24848,0,0,104395678,6,104395678,525178634,1189484066.cafvid,1189484066.cafvid,\ ,0,0,4,525178634,49502,44,20,0,103,1936,10,525178634,49504,0,0,1628252929,1628254878,1189484066.cafvid,084f628e-97c3-4661-98cc-16b95a57bdc5,PT_Internas,PT_Internas,PT_Internas,PT_Internas,1949,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,26130,0,103,0,10,525178634,49508,0,0,,1,D515D5000001000000000020174D970A,0,0,0,,,9,,,0,0,,1189484066.cafvid@m.webex.com,1189484066.cafvid@m.webex.com,1189484066.cafvid@m.webex.com,,,,,0,0,0,1189484066.cafvid@m.webex.com,1189484066.cafvid@m.webex.com,1189484066.cafvid@m.webex.com,
1,6,1035,104395679,1628259734,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,18484,44,20,0,103,1920,10,487001866,26180,0,0,104395680,6,104395680,525178634,1138826836.cafvid,1138826836.cafvid,\ ,0,0,4,525178634,49532,44,20,0,103,1936,10,525178634,49534,0,0,1628259739,1628266406,1138826836.cafvid,00a5c7cd-3335-42e3-aa09-ee9f63e0b5eb,PT_Internas,PT_Internas,PT_Internas,PT_Internas,6667,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,25324,0,103,0,10,525178634,49538,0,0,,1,B0C1F4800001000000000021174D970A,0,0,0,,,9,,,0,0,,1138826836.cafvid@m.webex.com,1138826836.cafvid@m.webex.com,1138826836.cafvid@m.webex.com,,,,,0,0,0,1138826836.cafvid@m.webex.com,1138826836.cafvid@m.webex.com,1138826836.cafvid@m.webex.com,
1,6,1036,104395681,1628267690,6,0,487001866,7036456,CASINELLI,0,16,4,487001866,23164,44,20,0,103,1920,10,487001866,25142,0,0,104395682,6,104395682,525178634,1140376731.cafvid,1140376731.cafvid,\ ,0,0,4,525178634,49586,44,20,0,103,1936,10,525178634,49588,0,0,1628267692,1628269555,1140376731.cafvid,f9ee3982-93bf-485e-b4e7-c046d53f4f75,PT_Internas,PT_Internas,PT_Internas,PT_Internas,1863,SEP1C6A7AE09064,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.29,10.151.77.31,103,0,11,487001866,25196,0,103,0,10,525178634,49592,0,0,,1,36E736800001000000000022174D970A,0,0,0,,,9,,,0,0,,1140376731.cafvid@m.webex.com,1140376731.cafvid@m.webex.com,1140376731.cafvid@m.webex.com,,,,,0,0,0,1140376731.cafvid@m.webex.com,1140376731.cafvid@m.webex.com,1140376731.cafvid@m.webex.com,
1,6,1037,104395683,1628272590,6,0,403115786,7036452,SROJAS,0,16,4,403115786,20754,44,20,0,103,1936,10,403115786,26176,0,0,104395684,6,104395684,185011978,1796857903,1796857903,\ ,0,0,4,185011978,52608,44,20,0,103,1920,10,185011978,63456,0,0,1628272592,1628272680,1796857903,dd78debf-0e2f-492b-809f-c5c9fd351fb9,PT_VM_ARG,PT_Internas,PT_VM_ARG,PT_VM_ARG,88,SEP084FA9C3A880,ARGTTPR01-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,0,0,64,64,,,,10.15.7.24,10.15.7.11,103,0,11,403115786,24724,0,103,0,10,185011978,64040,0,0,,1,9F87E0800001000000000023174D970A,0,0,0,,,9,,,0,0,vc_srojas@cafvid.caf.com,1796857903@cafwbx.webex.com,1796857903@cafwbx.webex.com,1796857903@cafwbx.webex.com,,,,,0,0,0,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,([mM][oO][cC].[xX][eE][bB][eE][wW].[xX][bB][wW][fF,
