cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern
1,6,1173,104395981,1642100436,6,0,453447434,7046438,SR_ARG_PARANA,0,16,4,453447434,21236,44,20,0,103,1920,10,453447434,25148,0,0,104395982,6,104395982,525178634,1112321610.cafvid,1112321610.cafvid,\ ,0,0,4,525178634,59012,44,20,0,103,1936,10,525178634,59014,0,0,1642100440,1642108029,1112321610.cafvid,8ddcc71a-5593-44fd-8241-244baf44732d,PT_Internas,PT_Internas,PT_Internas,PT_Internas,7589,SEPAC4A677ED6F7,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.15.7.27,10.151.77.31,103,0,11,453447434,25746,0,103,0,11,525178634,59018,0,0,,1,1604E78000010000000000D6174D970A,0,0,0,,,9,,,0,0,SR_ARG_PARANA@cafvid.caf.com,1112321610.cafvid@m.webex.com,1112321610.cafvid@m.webex.com,1112321610.cafvid@m.webex.com,,,,,0,0,0,1112321610.cafvid@m.webex.com,1112321610.cafvid@m.webex.com,1112321610.cafvid@m.webex.com,
1,9,1159,154726424,1642426870,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,18694,44,20,0,103,1920,10,503778058,26262,0,0,154726425,9,154726425,525178634,1185319979.cafvid,1185319979.cafvid,\ ,0,0,4,525178634,59042,44,20,0,103,1936,10,525178634,59044,0,0,1642426877,1642430855,1185319979.cafvid,cd5ee0f5-5ff2-42d6-88cc-ab0f53f71ff9,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3978,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25816,0,103,0,11,525178634,59048,0,0,,1,2070FB0000010000000000341900070A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1185319979.cafvid@m.webex.com,1185319979.cafvid@m.webex.com,1185319979.cafvid@m.webex.com,,,,,0,0,0,1185319979.cafvid@m.webex.com,1185319979.cafvid@m.webex.com,1185319979.cafvid@m.webex.com,
1,9,1160,154726426,1642431598,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,18212,44,20,0,103,1920,10,503778058,25854,0,0,154726427,9,154726427,525178634,1119821866.cafvid,1119821866.cafvid,\ ,0,0,4,525178634,59072,44,20,0,103,1936,10,525178634,59074,0,0,1642431603,1642434324,1119821866.cafvid,20c957dc-a8f0-44d6-a8af-8b0fd51d2cad,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2721,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25688,0,103,0,11,525178634,59078,0,0,,1,21F3F08000010000000000351900070A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1119821866.cafvid@m.webex.com,1119821866.cafvid@m.webex.com,1119821866.cafvid@m.webex.com,,,,,0,0,0,1119821866.cafvid@m.webex.com,1119821866.cafvid@m.webex.com,1119821866.cafvid@m.webex.com,
1,8,1110,137949601,1642449484,8,0,386339082,7045427,SR_PAN_CHAGRES,0,16,4,386339082,20110,44,20,0,103,1920,10,386339082,24612,0,0,137949602,8,137949602,525178634,1198672577.cafvid,1198672577.cafvid,\ ,0,0,4,525178634,59126,44,20,0,103,1936,10,525178634,59128,0,0,1642449489,1642451526,1198672577.cafvid,0bd09ff2-9db5-42ef-a6a2-80efa12e550c,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2037,SEP00778D90B959,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.17.7.23,10.151.77.31,103,0,11,386339082,25256,0,103,0,11,525178634,59132,0,0,,1,C6D6F38000010000000000A2194D970A,0,0,0,,,9,,,0,0,SR_PAN_CHAGRES@cafvid.caf.com,1198672577.cafvid@m.webex.com,1198672577.cafvid@m.webex.com,1198672577.cafvid@m.webex.com,,,,,0,0,0,1198672577.cafvid@m.webex.com,1198672577.cafvid@m.webex.com,1198672577.cafvid@m.webex.com,
1,9,1161,154726428,1642449483,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,23262,44,20,0,103,1920,10,503778058,24762,0,0,154726429,9,154726429,525178634,1162488309.cafvid,1162488309.cafvid,\ ,0,0,4,525178634,59102,44,20,0,103,1936,10,525178634,59104,0,0,1642449488,1642451699,1162488309.cafvid,ce4b325f-c88f-40c4-a9cf-fa78329e01f3,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2211,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25212,0,103,0,11,525178634,59108,0,0,,1,C63E5D0000010000000000361900070A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1162488309.cafvid@m.webex.com,1162488309.cafvid@m.webex.com,1162488309.cafvid@m.webex.com,,,,,0,0,0,1162488309.cafvid@m.webex.com,1162488309.cafvid@m.webex.com,1162488309.cafvid@m.webex.com,
1,9,1162,154726430,1642452976,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,20062,44,20,0,103,1920,10,503778058,24852,0,0,154726431,9,154726431,525178634,1159657242.cafvid,1159657242.cafvid,\ ,0,0,4,525178634,59162,44,20,0,103,1936,10,525178634,59164,0,0,1642452979,1642455530,1159657242.cafvid,89ba09dc-f1a6-4a7c-83fd-1210bd9ac962,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2551,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25056,0,103,0,11,525178634,59168,0,0,,1,E83BDD8000010000000000A3194D970A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1159657242.cafvid@m.webex.com,1159657242.cafvid@m.webex.com,1159657242.cafvid@m.webex.com,,,,,0,0,0,1159657242.cafvid@m.webex.com,1159657242.cafvid@m.webex.com,1159657242.cafvid@m.webex.com,
1,9,1163,154726432,1642512438,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,16512,44,20,0,103,1920,10,503778058,25602,0,0,154726433,9,154726433,525178634,1135853697.cafvid,1135853697.cafvid,\ ,0,0,4,525178634,59192,44,20,0,103,1936,10,525178634,59194,0,0,1642512443,1642516128,1135853697.cafvid,f9952fa7-6241-4c16-8e06-361956731f6d,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3685,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25902,0,103,0,11,525178634,59198,0,0,,1,5A59048000010000000000A4194D970A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1135853697.cafvid@m.webex.com,1135853697.cafvid@m.webex.com,1135853697.cafvid@m.webex.com,,,,,0,0,0,1135853697.cafvid@m.webex.com,1135853697.cafvid@m.webex.com,1135853697.cafvid@m.webex.com,
1,9,1164,154726434,1642516129,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,21774,44,20,0,103,1920,10,503778058,26320,0,0,154726435,9,154726435,525178634,1177029596.cafvid,1177029596.cafvid,\ ,0,0,4,525178634,59222,44,20,0,103,1936,10,525178634,59224,0,0,1642516133,1642518241,1177029596.cafvid,62612cee-6e0d-4fad-8736-3ebd1aea0ae0,PT_Internas,PT_Internas,PT_Internas,PT_Internas,2108,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25140,0,103,0,11,525178634,59228,0,0,,1,F25AEC0000010000000000D7174D970A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1177029596.cafvid@m.webex.com,1177029596.cafvid@m.webex.com,1177029596.cafvid@m.webex.com,,,,,0,0,0,1177029596.cafvid@m.webex.com,1177029596.cafvid@m.webex.com,1177029596.cafvid@m.webex.com,
1,9,1165,154726436,1642532561,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,22908,44,20,0,103,1920,10,503778058,25110,0,0,154726437,9,154726437,525178634,1157838412.cafvid,1157838412.cafvid,\ ,0,0,4,525178634,59252,44,20,0,103,1936,10,525178634,59254,0,0,1642532567,1642535660,1157838412.cafvid,cd358233-8a3e-4563-ac11-3e8d80d2f986,PT_Internas,PT_Internas,PT_Internas,PT_Internas,3093,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,25242,0,103,0,11,525178634,59258,0,0,,1,3497240000010000000000A5194D970A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1157838412.cafvid@m.webex.com,1157838412.cafvid@m.webex.com,1157838412.cafvid@m.webex.com,,,,,0,0,0,1157838412.cafvid@m.webex.com,1157838412.cafvid@m.webex.com,1157838412.cafvid@m.webex.com,
1,9,1166,154726438,1642535769,9,0,503778058,7047332,SR_COL_QUIMBAYA,0,16,4,503778058,22810,44,20,0,103,1920,10,503778058,25630,0,0,154726439,9,154726439,525178634,1182882279.cafvid,1182882279.cafvid,\ ,0,0,4,525178634,59282,44,20,0,103,1936,10,525178634,59284,0,0,1642535772,1642540475,1182882279.cafvid,03b2a219-d0dd-49b3-9fcd-855702d9667f,PT_Internas,PT_Internas,PT_Internas,PT_Internas,4703,SEP703509C41409,CDPTTPR24-SIP-TRUNK,12,0,0,0,0,0,0,CCAFCUCM,0,,,0,,2,3,2,0,64,64,,,,10.11.7.30,10.151.77.31,103,0,11,503778058,24958,0,103,0,11,525178634,59288,0,0,,1,ACB5180000010000000000371900070A,0,0,0,,,9,,,0,0,SR_COL_QUIMBAYA@cafvid.caf.com,1182882279.cafvid@m.webex.com,1182882279.cafvid@m.webex.com,1182882279.cafvid@m.webex.com,,,,,0,0,0,1182882279.cafvid@m.webex.com,1182882279.cafvid@m.webex.com,1182882279.cafvid@m.webex.com,
